year,u,component,n,n_distinct,min,max,mean,sd,scaled_sd
2023,0.9,Cosine_Similarity,40582,37612,0.04203313517091985,0.7613706647878565,0.4548825435236471,0.09454377920489504,9.454377920489502
2023,0.9,MW_count,40582,48,3,50,22.0410034005224,6.038926833612958,6.038926833612958
2023,0.9,overall_survey_match_num,40582,66,-125,215,89.26703957419545,71.47854367406089,64.3306893066548
2023,1,Cosine_Similarity,40582,37612,0.04203313517091985,0.7613706647878565,0.4548825435236471,0.09454377920489504,9.454377920489502
2023,1,MW_count,40582,48,3,50,22.0410034005224,6.038926833612958,6.038926833612958
2023,1,overall_survey_match_num,40582,66,-125,215,89.26703957419545,71.47854367406089,71.47854367406089
2023,1.1,Cosine_Similarity,40582,37612,0.04203313517091985,0.7613706647878565,0.4548825435236471,0.09454377920489504,9.454377920489502
2023,1.1,MW_count,40582,48,3,50,22.0410034005224,6.038926833612958,6.038926833612958
2023,1.1,overall_survey_match_num,40582,66,-125,215,89.26703957419545,71.47854367406089,78.62639804146698
2023,1.2000000000000002,Cosine_Similarity,40582,37612,0.04203313517091985,0.7613706647878565,0.4548825435236471,0.09454377920489504,9.454377920489502
2023,1.2000000000000002,MW_count,40582,48,3,50,22.0410034005224,6.038926833612958,6.038926833612958
2023,1.2000000000000002,overall_survey_match_num,40582,66,-125,215,89.26703957419545,71.47854367406089,85.77425240887308
2023,1.3,Cosine_Similarity,40582,37612,0.04203313517091985,0.7613706647878565,0.4548825435236471,0.09454377920489504,9.454377920489502
2023,1.3,MW_count,40582,48,3,50,22.0410034005224,6.038926833612958,6.038926833612958
2023,1.3,overall_survey_match_num,40582,66,-125,215,89.26703957419545,71.47854367406089,92.92210677627916
2023,1.4,Cosine_Similarity,40582,37612,0.04203313517091985,0.7613706647878565,0.4548825435236471,0.09454377920489504,9.454377920489502
2023,1.4,MW_count,40582,48,3,50,22.0410034005224,6.038926833612958,6.038926833612958
2023,1.4,overall_survey_match_num,40582,66,-125,215,89.26703957419545,71.47854367406089,100.06996114368523
2023,1.5,Cosine_Similarity,40582,37612,0.04203313517091985,0.7613706647878565,0.4548825435236471,0.09454377920489504,1
2023,1.5,MW_count,40582,48,3,50,22.0410034005224,6.038926833612958,1
2023,1.5,overall_survey_match_num,40582,66,-125,215,89.26703957419545,71.47854367406089,1.5
2023,1.6,Cosine_Similarity,40582,37612,0.04203313517091985,0.7613706647878565,0.4548825435236471,0.09454377920489504,9.454377920489502
2023,1.6,MW_count,40582,48,3,50,22.0410034005224,6.038926833612958,6.038926833612958
2023,1.6,overall_survey_match_num,40582,66,-125,215,89.26703957419545,71.47854367406089,114.36566987849744
2023,1.7000000000000002,Cosine_Similarity,40582,37612,0.04203313517091985,0.7613706647878565,0.4548825435236471,0.09454377920489504,9.454377920489502
2023,1.7000000000000002,MW_count,40582,48,3,50,22.0410034005224,6.038926833612958,6.038926833612958
2023,1.7000000000000002,overall_survey_match_num,40582,66,-125,215,89.26703957419545,71.47854367406089,121.51352424590353
2023,1.8,Cosine_Similarity,40582,37612,0.04203313517091985,0.7613706647878565,0.4548825435236471,0.09454377920489504,9.454377920489502
2023,1.8,MW_count,40582,48,3,50,22.0410034005224,6.038926833612958,6.038926833612958
2023,1.8,overall_survey_match_num,40582,66,-125,215,89.26703957419545,71.47854367406089,128.6613786133096
2023,1.9,Cosine_Similarity,40582,37612,0.04203313517091985,0.7613706647878565,0.4548825435236471,0.09454377920489504,9.454377920489502
2023,1.9,MW_count,40582,48,3,50,22.0410034005224,6.038926833612958,6.038926833612958
2023,1.9,overall_survey_match_num,40582,66,-125,215,89.26703957419545,71.47854367406089,135.80923298071568
2023,2,Cosine_Similarity,40582,37612,0.04203313517091985,0.7613706647878565,0.4548825435236471,0.09454377920489504,9.454377920489502
2023,2,MW_count,40582,48,3,50,22.0410034005224,6.038926833612958,6.038926833612958
2023,2,overall_survey_match_num,40582,66,-125,215,89.26703957419545,71.47854367406089,142.95708734812175
2024,0.9,Cosine_Similarity,82369,58934,0.03892494720807614,0.7545552778908137,0.4377458666843342,0.09956518509112797,9.956518509112795
2024,0.9,MW_count,82369,50,2,53,21.22759776129369,6.134300322956721,6.134300322956721
2024,0.9,overall_survey_match_num,82369,68,-125,215,92.56358581505178,66.57282541811126,59.91554287630014
2024,1,Cosine_Similarity,82369,58934,0.03892494720807614,0.7545552778908137,0.4377458666843342,0.09956518509112797,9.956518509112795
2024,1,MW_count,82369,50,2,53,21.22759776129369,6.134300322956721,6.134300322956721
2024,1,overall_survey_match_num,82369,68,-125,215,92.56358581505178,66.57282541811126,66.57282541811126
2024,1.1,Cosine_Similarity,82369,58934,0.03892494720807614,0.7545552778908137,0.4377458666843342,0.09956518509112797,9.956518509112795
2024,1.1,MW_count,82369,50,2,53,21.22759776129369,6.134300322956721,6.134300322956721
2024,1.1,overall_survey_match_num,82369,68,-125,215,92.56358581505178,66.57282541811126,73.23010795992239
2024,1.2000000000000002,Cosine_Similarity,82369,58934,0.03892494720807614,0.7545552778908137,0.4377458666843342,0.09956518509112797,9.956518509112795
2024,1.2000000000000002,MW_count,82369,50,2,53,21.22759776129369,6.134300322956721,6.134300322956721
2024,1.2000000000000002,overall_survey_match_num,82369,68,-125,215,92.56358581505178,66.57282541811126,79.88739050173353
2024,1.3,Cosine_Similarity,82369,58934,0.03892494720807614,0.7545552778908137,0.4377458666843342,0.09956518509112797,9.956518509112795
2024,1.3,MW_count,82369,50,2,53,21.22759776129369,6.134300322956721,6.134300322956721
2024,1.3,overall_survey_match_num,82369,68,-125,215,92.56358581505178,66.57282541811126,86.54467304354465
2024,1.4,Cosine_Similarity,82369,58934,0.03892494720807614,0.7545552778908137,0.4377458666843342,0.09956518509112797,9.956518509112795
2024,1.4,MW_count,82369,50,2,53,21.22759776129369,6.134300322956721,6.134300322956721
2024,1.4,overall_survey_match_num,82369,68,-125,215,92.56358581505178,66.57282541811126,93.20195558535576
2024,1.5,Cosine_Similarity,82369,58934,0.03892494720807614,0.7545552778908137,0.4377458666843342,0.09956518509112797,9.956518509112795
2024,1.5,MW_count,82369,50,2,53,21.22759776129369,6.134300322956721,6.134300322956721
2024,1.5,overall_survey_match_num,82369,68,-125,215,92.56358581505178,66.57282541811126,99.85923812716688
2024,1.6,Cosine_Similarity,82369,58934,0.03892494720807614,0.7545552778908137,0.4377458666843342,0.09956518509112797,9.956518509112795
2024,1.6,MW_count,82369,50,2,53,21.22759776129369,6.134300322956721,6.134300322956721
2024,1.6,overall_survey_match_num,82369,68,-125,215,92.56358581505178,66.57282541811126,106.51652066897805
2024,1.7000000000000002,Cosine_Similarity,82369,58934,0.03892494720807614,0.7545552778908137,0.4377458666843342,0.09956518509112797,9.956518509112795
2024,1.7000000000000002,MW_count,82369,50,2,53,21.22759776129369,6.134300322956721,6.134300322956721
2024,1.7000000000000002,overall_survey_match_num,82369,68,-125,215,92.56358581505178,66.57282541811126,113.17380321078916
2024,1.8,Cosine_Similarity,82369,58934,0.03892494720807614,0.7545552778908137,0.4377458666843342,0.09956518509112797,9.956518509112795
2024,1.8,MW_count,82369,50,2,53,21.22759776129369,6.134300322956721,6.134300322956721
2024,1.8,overall_survey_match_num,82369,68,-125,215,92.56358581505178,66.57282541811126,119.83108575260027
2024,1.9,Cosine_Similarity,82369,58934,0.03892494720807614,0.7545552778908137,0.4377458666843342,0.09956518509112797,9.956518509112795
2024,1.9,MW_count,82369,50,2,53,21.22759776129369,6.134300322956721,6.134300322956721
2024,1.9,overall_survey_match_num,82369,68,-125,215,92.56358581505178,66.57282541811126,126.4883682944114
2024,2,Cosine_Similarity,82369,58934,0.03892494720807614,0.7545552778908137,0.4377458666843342,0.09956518509112797,9.956518509112795
2024,2,MW_count,82369,50,2,53,21.22759776129369,6.134300322956721,6.134300322956721
2024,2,overall_survey_match_num,82369,68,-125,215,92.56358581505178,66.57282541811126,133.14565083622253
2025,0.9,Cosine_Similarity,13268,12911,0.08748177652797066,0.9490845195428108,0.4484347213015986,0.09786571710765264,9.786571710765262
2025,0.9,MW_count,13268,47,5,101,22.25550195960205,6.281971656017642,6.281971656017642
2025,0.9,overall_survey_match_num,13268,64,-125,205,79.22520349713596,81.88984041419624,73.70085637277663
2025,1,Cosine_Similarity,13268,12911,0.08748177652797066,0.9490845195428108,0.4484347213015986,0.09786571710765264,9.786571710765262
2025,1,MW_count,13268,47,5,101,22.25550195960205,6.281971656017642,6.281971656017642
2025,1,overall_survey_match_num,13268,64,-125,205,79.22520349713596,81.88984041419624,81.88984041419624
2025,1.1,Cosine_Similarity,13268,12911,0.08748177652797066,0.9490845195428108,0.4484347213015986,0.09786571710765264,9.786571710765262
2025,1.1,MW_count,13268,47,5,101,22.25550195960205,6.281971656017642,6.281971656017642
2025,1.1,overall_survey_match_num,13268,64,-125,205,79.22520349713596,81.88984041419624,90.07882445561587
2025,1.2000000000000002,Cosine_Similarity,13268,12911,0.08748177652797066,0.9490845195428108,0.4484347213015986,0.09786571710765264,9.786571710765262
2025,1.2000000000000002,MW_count,13268,47,5,101,22.25550195960205,6.281971656017642,6.281971656017642
2025,1.2000000000000002,overall_survey_match_num,13268,64,-125,205,79.22520349713596,81.88984041419624,98.2678084970355
2025,1.3,Cosine_Similarity,13268,12911,0.08748177652797066,0.9490845195428108,0.4484347213015986,0.09786571710765264,9.786571710765262
2025,1.3,MW_count,13268,47,5,101,22.25550195960205,6.281971656017642,6.281971656017642
2025,1.3,overall_survey_match_num,13268,64,-125,205,79.22520349713596,81.88984041419624,106.45679253845512
2025,1.4,Cosine_Similarity,13268,12911,0.08748177652797066,0.9490845195428108,0.4484347213015986,0.09786571710765264,9.786571710765262
2025,1.4,MW_count,13268,47,5,101,22.25550195960205,6.281971656017642,6.281971656017642
2025,1.4,overall_survey_match_num,13268,64,-125,205,79.22520349713596,81.88984041419624,114.64577657987472
2025,1.5,Cosine_Similarity,13268,12911,0.08748177652797066,0.9490845195428108,0.4484347213015986,0.09786571710765264,9.786571710765262
