u,n_low,sr_low,n_high,sr_high,fisher_p,DI,DI_L,DI_U,DI_L90,DI_U90,mean_pct_low,mean_pct_high,mean_gap,mean_gap_L,mean_gap_U,mean_gap_L90,mean_gap_U90,SMD,FOSD_obs_sup,FOSD_sup_CI_L,FOSD_sup_CI_U,FOSD_obs_inf,FOSD_inf_CI_L,FOSD_inf_CI_U,MW_dominance_prob,COS_dominance_prob
0.9,774,0.838501291989664,324,0.8179012345679012,0.4255303136983346,0.975432288991611,0.9176829268292683,0.9988030095759234,0.9274085263511245,0.9975175483650061,11.363561633908477,10.616211929657693,-0.7473497042507837,-2.9463634031419503,1.4540964565408665,-2.6402356394796245,1.114594052492083,-0.04072995225335885,0.07751937984496127,0.03775480907263856,0.13846540338788393,-0.02167671547516503,-0.06797301177146131,0,0.0609,0
1,774,0.8501291989664083,324,0.8518518518518519,1,0.9979777553083923,0.9398907103825137,0.9992503748125937,0.947136563876652,0.9984496124031007,10.417588755375107,10.023570819105075,-0.394017936270032,-2.6933707978051435,1.9751715333936195,-2.382467975110937,1.574129150492223,-0.022236800577368696,0.08182601205857021,0.04292276772896919,0.14075868504163072,-0.021102497846683943,-0.05562733275911569,-0.002512202124605234,0.0314,0
1.1,774,0.8436692506459949,324,0.8611111111111112,0.5180992721108945,0.97974493623405845,0.9295910184442663,0.9986633249791145,0.9377341132546818,0.9973973637813784,10.907001617172707,10.373686965184996,-0.5333146519877108,-2.8378973689313227,1.9032841252101518,-2.4666871926505185,1.563480901391517,-0.029170914675438364,0.09130060292850989,0.05074289405684759,0.15188056273327588,-0.01464254952627042,-0.05024404249210446,-0.0012202124605225073,0.0379,3e-4
1.2000000000000002,774,0.8501291989664083,324,0.8611111111111112,0.7084373018751637,0.9872468117029257,0.9363842737150805,0.9990115543056481,0.9440559440559441,0.9978546297090877,10.311255685203683,10.069796470154959,-0.24145921504872447,-2.524683068453615,2.1696747978099165,-2.1951602365163594,1.7352978216677724,-0.013771243963805037,0.09618145277060003,0.05368575940281365,0.1561943726672408,-0.017800746482917074,-0.05612977318403678,-0.00488084984209014,0.0138,3e-4
1.3,774,0.8565891472868217,324,0.8672839506172839,0.7033646431755747,0.9876686253413888,0.9389516626279737,0.9992498124531132,0.9464690065350598,0.9980964992137715,10.211184751807947,9.439664045902497,-0.7715207059054503,-2.9831736553240407,1.6221980599263417,-2.5757342758663584,1.2279497603756753,-0.044140012713840965,0.08979328165374678,0.047516508756818836,0.14642549526270454,-0.019308067757680125,-0.05017226528854435,-5.742176284811995e-4,0.0447,0
1.4,774,0.838501291989664,324,0.8580246913580247,0.46559655470638184,0.9772461100886731,0.9264921125386242,0.9988030095759234,0.9343853820598007,0.9975195708246556,10.735269935034422,10.076078210299539,-0.6591917247348835,-2.924951873769588,1.8629001122377653,-2.5673874590588195,1.4886546988704725,-0.03629886277855118,0.09331036462819409,0.056772179155900084,0.1525265575653173,-0.024188917599770376,-0.05734998564455929,-0.004733706574791965,0.0137,2e-4
1.5,774,0.8410852713178295,324,0.8518518518518519,0.7153144437779638,0.987360970677452,0.934929891255641,0.9990490187602663,0.942202109805802,0.9978554455541279,10.630281785646968,10.156982022884268,-0.4732997627627,-2.8203214131364316,2.0162779743232067,-2.4880059056263515,1.5982300897521213,-0.025799693554093065,0.09488946310651736,0.05656043640539765,0.15274547803617564,-0.02928509905254084,-0.06295219638242895,-0.006029285099052539,0.0127,3e-4
1.6,774,0.8630490956072352,324,0.8858024691358025,0.3269887933541227,0.9743132647273317,0.9300784278579872,0.998547972749896,0.9365392195506503,0.9971320878400525,9.972023518408204,7.893838706097404,-2.0781848123107993,-4.114489214950207,-0.0707849439575853,-3.8104027577789887,-0.3746345028031524,-0.12195619284552384,0.10429227677289699,0.06883433821418317,0.16365202411714042,-7.177720356014161e-4,-0.03546152741889182,0,0.2221,0
1.7000000000000002,774,0.8410852713178295,324,0.8827160493827161,0.0763773483526563,0.952837859814604,0.9079195474544313,0.9956849973771638,0.9146224912392481,0.9908677518458642,10.42804470696003,8.341909399912852,-2.0861353070471775,-4.272295717268813,0.266323748580791,-3.9458133760821044,-0.12830207613056738,-0.11894727909356194,0.12733275911570485,0.09316681022107376,0.18856230261269016,-0.009043927648578864,-0.037826586276198615,0,0.108,0
1.8,774,0.8372093023255814,324,0.8858024691358025,0.0406937614470511,0.945142208897172,0.9006342494714589,0.9906514026829025,0.907433724764236,0.9846095025836556,10.778942815823937,8.41667874175715,-2.362264074066788,-4.534933042143048,-0.005313768212616822,-4.202144955557585,-0.47349052815871867,-0.1315934797413073,0.12360034453057717,0.09266078093597471,0.18669250645994828,-0.004091300602928505,-0.03617571059431535,0,0.0952,0
1.9,774,0.8397932816537468,324,0.8611111111111112,0.40970365007950255,0.9752438109527382,0.925411415969756,0.9987238386932108,0.9333552469389432,0.997264021887825,10.58829515271541,9.316357307568584,-1.2719378451468266,-3.6321105501677313,1.1880319497002245,-3.2599629732867457,0.827555893120168,-0.06894557421899832,0.1443439563594603,0.10464757393051964,0.20184467413149576,-0.021604938271604923,-0.05226098191214472,-0.003660637381567633,0.017,0
2,774,0.8501291989664083,324,0.8672839506172839,0.5107852836530752,0.9802201440039725,0.9329311850146838,0.9989252645502645,0.9403306318858963,0.9977496900422711,10.2725823551114,8.678060908048446,-1.594521447062954,-3.8395680958835463,0.6808832913067677,-3.4566753550723512,0.27477208590571417,-0.09082738662209121,0.14046798736721222,0.10228251507321273,0.20040913006029276,-0.01851851851851849,-0.05218202698822849,0,0.0672,0
